"acidity","residualSugar","density","pH","alcohol"
5.6,1.2,0.99126,3.49,10.9
5.9,1.5,0.98986,3.36,12
5.6,1.1,0.99154,3.47,10.6
6.7,11.5,0.99642,3.11,9.6
6.5,7.8,0.99154,3.03,13.1
5.3,7.4,0.99313,3.38,11
5.2,1.45,0.99125,3.52,11.6
6.8,8.9,0.99318,3.28,11.95
5.7,1.1,0.99099,3.44,11.1
6.2,1,0.99004,3.17,11.5
5.6,2.5,0.99093,3.21,11.3
4.8,1.1,0.98924,3.28,11.9
6.6,2.4,0.99336,3.18,9.5
5.1,2.3,0.98944,3.29,12.2
4.4,5.1,0.99022,3.41,12.2
7,2.5,0.99146,3.05,11.1
6.4,8.9,0.99488,3.1,9.6
7,2.5,0.99146,3.05,11.1
6.4,8.9,0.99488,3.1,9.6
6.2,1.6,0.99176,3.3,11.4
5.2,1.4,0.99001,3.32,11.4
6.2,3.9,0.99005,3.1,12.06666667
7.1,13.7,0.99755,2.9,9
7.1,13.7,0.99755,2.9,9
7.5,9.2,0.99444,3.08,11.4
6.4,7.8,0.99502,3.12,9.6
6,7.6,0.99222,3.03,11
6,7.7,0.99224,3.04,11
5.5,3,0.99067,3.23,11.2
5.9,1.3,0.99069,3.31,11.55
6.2,4,0.98936,3.2,13.3
6,1.1,0.99266,3.3,9.633333333
6.2,2,0.98822,3.06,13.6
5.7,1.9,0.99138,3.29,11.2
5.3,1.4,0.98854,3.27,13
5.8,4.5,0.99324,3.31,10.8
6.6,10.1,0.99626,3.19,9.8
6.1,6.6,0.99188,3.15,11.45
5,1.9,0.9897,3.37,12.05
6,12.4,0.99622,3.14,9.7
5.7,1.6,0.99044,3.33,11.9
5.6,2.5,0.99282,3.49,10
7.4,1.2,0.99245,3.12,9.7
6.2,2.5,0.99132,3.36,11.6
5.9,0.8,0.99286,3.25,8.8
6.2,0.9,0.99234,3.24,9.5
6.6,8.1,0.99494,3.15,9.533333333
6.6,8.1,0.99494,3.15,9.533333333
5,11.75,0.9954,3.07,9.4
5.5,1.3,0.99184,3.26,10.7
4.9,1.9,0.98964,3.27,11.5
6.5,8.3,0.99492,3.14,9.6
6.6,8.1,0.99494,3.15,9.55
6.2,5.7,0.99168,3.21,12.15
6.2,1.9,0.98928,3.04,13
6.8,1.2,0.9933,3.04,9.2
4.9,11.75,0.9954,3.07,9.4
6.1,2.2,0.98938,3.06,11.8
5.7,0.9,0.99074,3.24,10.6
6.5,1.3,0.99298,3.29,9.7
6.2,1.6,0.99114,3.27,11.2
6.6,8,0.9949,3.15,9.6
6.5,1.2,0.99254,2.99,9.4
5.5,1.1,0.98869,3.34,12.8
6,0.8,0.98941,3.26,11.8
